"CLIENT","PURCHASEORDERID","HISTORY_CREATEDBY_EMPLOYEEID","HISTORY_CREATEDAT","HISTORY_CHANGEDBY_EMPLOYEEID","HISTORY_CHANGEDAT","NOTEID","PARTNER_PARTNERID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","APPROVALSTATUS","CONFIRMSTATUS","ORDERINGSTATUS","INVOICINGSTATUS"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D887FB","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20150818","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150818","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","2354.54 ","1978.60 ","375.94 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D8A7FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150819","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20150819","","02BD2137-0890-1EEA-A6C2-BB55C1A0C7FB","EUR","1129.31 ","949.00 ","180.31 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D8C7FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150820","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150820","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","2354.54 ","1978.60 ","375.94 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D8E7FB","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20150821","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150821","","02BD2137-0890-1EEA-A6C2-BB55C1A107FB","EUR","14575.12 ","12248.00 ","2327.12 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D907FB","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20150822","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20150822","","02BD2137-0890-1EEA-A6C2-BB55C1A127FB","EUR","2218.14 ","1863.98 ","354.16 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D927FB","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150823","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20150823","","02BD2137-0890-1EEA-A6C2-BB55C1A027FB","EUR","4044.22 ","3398.50 ","645.72 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D947FB","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20150824","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150824","","02BD2137-0890-1EEA-A6C2-BB55C1A127FB","EUR","4250.63 ","3571.96 ","678.67 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D967FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150825","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150825","","02BD2137-0890-1EEA-A6C2-BB55C1A067FB","EUR","960.33 ","807.00 ","153.33 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D987FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150826","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20150826","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","2432.84 ","2044.40 ","388.44 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D9A7FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150827","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150827","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","1553.67 ","1305.60 ","248.07 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D9C7FB","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150828","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20150828","","02BD2137-0890-1EEA-A6C2-BB55C1A0E7FB","EUR","15709.19 ","13201.00 ","2508.19 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D9E7FB","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20150829","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150829","","02BD2137-0890-1EEA-A6C2-BB55C1A0C7FB","EUR","819.91 ","689.00 ","130.91 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA07FB","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20150830","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150830","","02BD2137-0890-1EEA-A6C2-BB55C1A027FB","EUR","808.84 ","679.70 ","129.14 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA27FB","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150831","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20150831","","02BD2137-0890-1EEA-A6C2-BB55C1A067FB","EUR","489.09 ","411.00 ","78.09 ","P","A","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA47FB","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20150901","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150901","","02BD2137-0890-1EEA-A6C2-BB55C1A107FB","EUR","15718.71 ","13209.00 ","2509.71 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA67FB","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20150902","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150902","","02BD2137-0890-1EEA-A6C2-BB55C1A127FB","EUR","9517.53 ","7997.91 ","1519.62 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA87FB","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20150903","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20150903","","02BD2137-0890-1EEA-A6C2-BB55C1A027FB","EUR","744.71 ","625.80 ","118.91 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DAA7FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150904","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150904","","02BD2137-0890-1EEA-A6C2-BB55C1A0E7FB","EUR","5030.13 ","4227.00 ","803.13 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DAC7FB","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20150905","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150905","","02BD2137-0890-1EEA-A6C2-BB55C1A047FB","EUR","1397.06 ","1174.00 ","223.06 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DAE7FB","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20150906","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20150906","","02BD2137-0890-1EEA-A6C2-BB55C1A067FB","EUR","885.36 ","744.00 ","141.36 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB07FB","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20150907","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20150907","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","13224.47 ","11113.00 ","2111.47 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB27FB","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20150908","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20150908","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","12493.73 ","10498.94 ","1994.79 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB47FB","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20150909","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150909","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","11666.69 ","9803.94 ","1862.75 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB67FB","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150910","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20150910","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","16561.23 ","13917.00 ","2644.23 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB87FB","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20150911","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150911","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","12515.23 ","10517.00 ","1998.23 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DBA7FB","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150912","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150912","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","8368.08 ","7032.00 ","1336.08 ","P","A","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DBC7FB","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20150913","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150913","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","6146.19 ","5164.87 ","981.32 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DBE7FB","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20150914","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150914","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","5720.31 ","4806.98 ","913.33 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC07FB","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150915","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150915","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","4444.17 ","3734.60 ","709.57 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC27FB","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150916","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20150916","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","3453.38 ","2902.00 ","551.38 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC47FB","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20150917","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150917","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","8150.94 ","6849.53 ","1301.41 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC67FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20150918","02BD2137-0890-1EEA-A6C2-BB55C19AA7FB","20150918","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","3040.41 ","2554.97 ","485.44 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC87FB","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150919","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20150919","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","18986.39 ","15954.94 ","3031.45 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DCA7FB","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20150920","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20150920","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","23408.49 ","19671.00 ","3737.49 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DCC7FB","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150921","02BD2137-0890-1EEA-A6C2-BB55C19907FB","20150921","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","12515.23 ","10517.00 ","1998.23 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DCE7FB","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20150922","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150922","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","9971.01 ","8379.00 ","1592.01 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD07FB","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20150923","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20150923","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","1829.01 ","1536.98 ","292.03 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD27FB","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20150924","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150924","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","5055.11 ","4247.99 ","807.12 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD47FB","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20150925","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20150925","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","2510.26 ","2109.47 ","400.79 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD67FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20150926","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150926","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","3974.12 ","3339.60 ","634.52 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD87FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150927","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20150927","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","10329.20 ","8680.00 ","1649.20 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DDA7FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20150928","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20150928","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","2153.64 ","1809.78 ","343.86 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DDC7FB","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20150929","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20150929","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","14276.43 ","11997.00 ","2279.43 ","P","A","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DDE7FB","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20150930","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20150930","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","3592.61 ","3019.00 ","573.61 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE07FB","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20151001","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151001","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","14640.47 ","12302.92 ","2337.55 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE27FB","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151002","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151002","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","16748.33 ","14074.23 ","2674.10 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE47FB","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20151003","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151003","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","13053.03 ","10968.94 ","2084.09 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE67FB","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151004","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20151004","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","8555.55 ","7189.54 ","1366.01 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE87FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20151005","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20151005","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","4977.77 ","4183.00 ","794.77 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DEA7FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20151006","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151006","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","3180.85 ","2672.98 ","507.87 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DEC7FB","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20151007","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20151007","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","25366.04 ","21316.00 ","4050.04 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DEE7FB","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151008","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20151008","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","3470.00 ","2915.97 ","554.03 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF07FB","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20151009","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20151009","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","23589.37 ","19823.00 ","3766.37 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF27FB","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20151010","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20151010","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","4444.17 ","3734.60 ","709.57 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF47FB","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20151011","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151011","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","3453.38 ","2902.00 ","551.38 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF67FB","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20151012","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151012","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","8150.94 ","6849.53 ","1301.41 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF87FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151013","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20151013","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","4372.85 ","3674.67 ","698.18 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DFA7FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20151014","02BD2137-0890-1EEA-A6C2-BB55C19907FB","20151014","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","18986.39 ","15954.94 ","3031.45 ","P","I","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DFC7FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20151015","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151015","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","23408.49 ","19671.00 ","3737.49 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DFE7FB","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20151016","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20151016","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","12515.23 ","10517.00 ","1998.23 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E007FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20151017","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151017","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","9971.01 ","8379.00 ","1592.01 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E027FB","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20151018","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20151018","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","1829.01 ","1536.98 ","292.03 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E047FB","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20151019","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151019","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","3772.29 ","3169.99 ","602.30 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E067FB","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20151020","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20151020","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","3729.42 ","3133.97 ","595.45 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E087FB","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151021","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151021","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","4878.64 ","4099.70 ","778.94 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E0A7FB","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151022","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20151022","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","9222.50 ","7750.00 ","1472.50 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E0C7FB","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151023","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20151023","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","3986.25 ","3349.79 ","636.46 ","P","A","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E0E7FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20151024","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20151024","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","3334.38 ","2802.00 ","532.38 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E107FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20151025","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20151025","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","15898.40 ","13360.00 ","2538.40 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E127FB","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20151026","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151026","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","14320.39 ","12033.94 ","2286.45 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E147FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20151027","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20151027","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","19189.94 ","16126.00 ","3063.94 ","P","A","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E167FB","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20151028","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151028","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","327367.81 ","275099.00 ","52268.81 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E187FB","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20151029","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20151029","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","21399.77 ","17983.00 ","3416.77 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E1A7FB","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20151030","02BD2137-0890-1EEA-A6C2-BB55C19AA7FB","20151030","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","72391.27 ","60833.00 ","11558.27 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E1C7FB","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20151031","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151031","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","125233.22 ","105238.00 ","19995.22 ","P","I","S","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E1E7FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151101","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20151101","","02BD2137-0890-1EEA-A6C2-BB55C19E47FB","EUR","11030.11 ","9269.00 ","1761.11 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E207FB","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20151102","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20151102","","02BD2137-0890-1EEA-A6C2-BB55C19E87FB","EUR","35817.81 ","30099.00 ","5718.81 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E227FB","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151103","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151103","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","5488.28 ","4612.00 ","876.28 ","N","I","I","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E247FB","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151104","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151104","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","12195.12 ","10248.00 ","1947.12 ","P","A","C","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E267FB","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151105","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20151105","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","3505.74 ","2946.00 ","559.74 ","R","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E287FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20151106","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151106","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","297553.55 ","250045.00 ","47508.55 ","C","A","S","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E2A7FB","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20151107","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20151107","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","2898.84 ","2436.00 ","462.84 ","X","R","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E2C7FB","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20151108","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151108","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","27716.29 ","23291.00 ","4425.29 ","X","R","X","I","I"
