"CLIENT","HEADER_PURCHASEORDERID","PRODUCT_PRODUCTID","NOTEID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","QUANTITY","QUANTITYUNIT","DELIVERYDATE"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D767FB","HT-1071","","ZAR","194.45 ","163.40 ","31.05 ","2.000 ","EA","20151222"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D767FB","HT-6123","","ZAR","355.81 ","299.00 ","56.81 ","1.000 ","EA","20151126"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D787FB","HT-6122","","USD","596.19 ","501.00 ","95.19 ","3.000 ","EA","20141218"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D787FB","HT-1072","","USD","361.28 ","303.60 ","57.68 ","3.000 ","EA","20150820"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D7A7FB","HT-6102","","CNY","3173.73 ","2667.00 ","506.73 ","3.000 ","EA","20141217"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D7A7FB","HT-1083","","CNY","1856.40 ","1560.00 ","296.40 ","3.000 ","EA","20151109"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D7C7FB","HT-6121","","EUR","224.91 ","189.00 ","35.91 ","3.000 ","EA","20151013"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D7C7FB","HT-1073","","EUR","85.68 ","72.00 ","13.68 ","3.000 ","EA","20151003"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D7E7FB","HT-1090","","EUR","46.41 ","39.00 ","7.41 ","1.000 ","EA","20150613"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D7E7FB","HT-2002","","EUR","2032.50 ","1707.98 ","324.52 ","2.000 ","EA","20151222"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D807FB","HT-1090","","EUR","92.82 ","78.00 ","14.82 ","2.000 ","EA","20150328"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D807FB","HT-2002","","EUR","1016.25 ","853.99 ","162.26 ","1.000 ","EA","20151016"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D827FB","HT-1090","","EUR","139.23 ","117.00 ","22.23 ","3.000 ","EA","20150507"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D827FB","HT-2002","","EUR","1016.25 ","853.99 ","162.26 ","1.000 ","EA","20141207"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D847FB","HT-1083","","CNY","1856.40 ","1560.00 ","296.40 ","3.000 ","EA","20150613"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D847FB","HT-6102","","CNY","3173.73 ","2667.00 ","506.73 ","3.000 ","EA","20150223"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D867FB","HT-6110","","ARS","309.40 ","260.00 ","49.40 ","2.000 ","EA","20151015"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D867FB","HT-1082","","ARS","201.11 ","169.00 ","32.11 ","1.000 ","EA","20150605"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D887FB","HT-1072","","USD","120.43 ","101.20 ","19.23 ","1.000 ","EA","20150104"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D887FB","HT-6122","","USD","397.46 ","334.00 ","63.46 ","2.000 ","EA","20150103"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D8A7FB","HT-6110","","ARS","464.10 ","390.00 ","74.10 ","3.000 ","EA","20150415"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D8A7FB","HT-1082","","ARS","201.11 ","169.00 ","32.11 ","1.000 ","EA","20150926"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D8C7FB","HT-1072","","USD","240.86 ","202.40 ","38.46 ","2.000 ","EA","20150613"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D8C7FB","HT-6122","","USD","596.19 ","501.00 ","95.19 ","3.000 ","EA","20141204"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D8E7FB","HT-1085","","DKK","3567.62 ","2998.00 ","569.62 ","2.000 ","EA","20150430"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D8E7FB","HT-6101","","DKK","1616.02 ","1358.00 ","258.02 ","2.000 ","EA","20150504"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D907FB","HT-1090","","EUR","92.82 ","78.00 ","14.82 ","2.000 ","EA","20150630"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D907FB","HT-2002","","EUR","2032.50 ","1707.98 ","324.52 ","2.000 ","EA","20150814"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D927FB","HT-6123","","ZAR","711.62 ","598.00 ","113.62 ","2.000 ","EA","20150310"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D927FB","HT-1071","","ZAR","194.45 ","163.40 ","31.05 ","2.000 ","EA","20150404"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D947FB","HT-1090","","EUR","46.41 ","39.00 ","7.41 ","1.000 ","EA","20150301"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D947FB","HT-2002","","EUR","3048.74 ","2561.97 ","486.77 ","3.000 ","EA","20151130"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D967FB","HT-1073","","EUR","57.12 ","48.00 ","9.12 ","2.000 ","EA","20151012"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D967FB","HT-6121","","EUR","149.94 ","126.00 ","23.94 ","2.000 ","EA","20150520"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D987FB","HT-6122","","USD","198.73 ","167.00 ","31.73 ","1.000 ","EA","20150615"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D987FB","HT-1072","","USD","361.28 ","303.60 ","57.68 ","3.000 ","EA","20150203"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D9A7FB","HT-1072","","USD","120.43 ","101.20 ","19.23 ","1.000 ","EA","20150306"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D9A7FB","HT-6122","","USD","397.46 ","334.00 ","63.46 ","2.000 ","EA","20141208"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D9C7FB","HT-1083","","CNY","1856.40 ","1560.00 ","296.40 ","3.000 ","EA","20141218"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D9C7FB","HT-6102","","CNY","2115.82 ","1778.00 ","337.82 ","2.000 ","EA","20150121"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D9E7FB","HT-6110","","ARS","309.40 ","260.00 ","49.40 ","2.000 ","EA","20151105"
"100","02BD2137-0890-1EEA-A6C2-BB55C1D9E7FB","HT-1082","","ARS","201.11 ","169.00 ","32.11 ","1.000 ","EA","20151025"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA07FB","HT-1071","","ZAR","97.22 ","81.70 ","15.52 ","1.000 ","EA","20150115"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA07FB","HT-6123","","ZAR","711.62 ","598.00 ","113.62 ","2.000 ","EA","20151228"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA27FB","HT-1073","","EUR","85.68 ","72.00 ","13.68 ","3.000 ","EA","20141227"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA27FB","HT-6121","","EUR","224.91 ","189.00 ","35.91 ","3.000 ","EA","20151119"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA47FB","HT-1085","","DKK","5351.43 ","4497.00 ","854.43 ","3.000 ","EA","20150602"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA47FB","HT-6101","","DKK","808.01 ","679.00 ","129.01 ","1.000 ","EA","20150613"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA67FB","HT-2002","","EUR","2032.50 ","1707.98 ","324.52 ","2.000 ","EA","20150810"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA67FB","HT-1090","","EUR","92.82 ","78.00 ","14.82 ","2.000 ","EA","20150526"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA87FB","HT-1071","","ZAR","194.45 ","163.40 ","31.05 ","2.000 ","EA","20150813"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DA87FB","HT-6123","","ZAR","355.81 ","299.00 ","56.81 ","1.000 ","EA","20150717"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DAA7FB","HT-6102","","CNY","3173.73 ","2667.00 ","506.73 ","3.000 ","EA","20150313"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DAA7FB","HT-1083","","CNY","1856.40 ","1560.00 ","296.40 ","3.000 ","EA","20151231"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DAC7FB","HT-6122","","USD","596.19 ","501.00 ","95.19 ","3.000 ","EA","20150627"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DAC7FB","HT-1072","","USD","361.28 ","303.60 ","57.68 ","3.000 ","EA","20150316"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DAE7FB","HT-6121","","EUR","224.91 ","189.00 ","35.91 ","3.000 ","EA","20150821"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DAE7FB","HT-1073","","EUR","85.68 ","72.00 ","13.68 ","3.000 ","EA","20151227"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB07FB","HT-1000","","EUR","1137.64 ","956.00 ","181.64 ","1.000 ","EA","20150223"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB07FB","HT-1091","","EUR","61.88 ","52.00 ","9.88 ","2.000 ","EA","20141221"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB27FB","HT-1100","","USD","213.96 ","179.80 ","34.16 ","2.000 ","EA","20150223"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB27FB","HT-2026","","USD","35.69 ","29.99 ","5.70 ","1.000 ","EA","20141231"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB47FB","HT-2000","","EUR","892.46 ","749.97 ","142.49 ","3.000 ","EA","20150228"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB47FB","HT-1010","","EUR","2378.81 ","1999.00 ","379.81 ","1.000 ","EA","20150816"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB67FB","HT-1104","","JPY","196.35 ","165.00 ","31.35 ","3.000 ","EA","20150208"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB67FB","HT-1603","","JPY","6069.00 ","5100.00 ","969.00 ","3.000 ","EA","20151216"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB87FB","HT-1011","","JPY","5471.62 ","4598.00 ","873.62 ","2.000 ","EA","20150405"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DB87FB","HT-1104","","JPY","65.45 ","55.00 ","10.45 ","1.000 ","EA","20150522"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DBA7FB","HT-1601","","MXN","1071.00 ","900.00 ","171.00 ","1.000 ","EA","20150618"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DBA7FB","HT-1021","","MXN","354.62 ","298.00 ","56.62 ","2.000 ","EA","20150330"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DBC7FB","HT-1003","","EUR","5890.50 ","4950.00 ","940.50 ","3.000 ","EA","20150203"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DBC7FB","HT-1101","","EUR","95.08 ","79.90 ","15.18 ","1.000 ","EA","20151026"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DBE7FB","HT-1007","","USD","1187.62 ","998.00 ","189.62 ","2.000 ","EA","20150414"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DBE7FB","HT-1102","","USD","246.33 ","207.00 ","39.33 ","3.000 ","EA","20150310"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC07FB","HT-1600","","ARS","1428.00 ","1200.00 ","228.00 ","2.000 ","EA","20141206"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC07FB","HT-1022","","ARS","487.90 ","410.00 ","77.90 ","2.000 ","EA","20141221"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC27FB","HT-6100","","EUR","1116.22 ","938.00 ","178.22 ","2.000 ","EA","20150404"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC27FB","HT-1000","","EUR","2275.28 ","1912.00 ","363.28 ","2.000 ","EA","20151007"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC47FB","HT-2026","","USD","71.38 ","59.98 ","11.40 ","2.000 ","EA","20150217"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC47FB","HT-1002","","USD","3736.60 ","3140.00 ","596.60 ","2.000 ","EA","20150204"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC67FB","HT-1007","","USD","593.81 ","499.00 ","94.81 ","1.000 ","EA","20151123"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC67FB","HT-1102","","USD","246.33 ","207.00 ","39.33 ","3.000 ","EA","20150309"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC87FB","HT-1103","","EUR","183.26 ","154.00 ","29.26 ","2.000 ","EA","20150908"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DC87FB","HT-2000","","EUR","594.98 ","499.98 ","95.00 ","2.000 ","EA","20150706"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DCA7FB","HT-1104","","JPY","65.45 ","55.00 ","10.45 ","1.000 ","EA","20151114"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DCA7FB","HT-1603","","JPY","6069.00 ","5100.00 ","969.00 ","3.000 ","EA","20151012"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DCC7FB","HT-1603","","JPY","2023.00 ","1700.00 ","323.00 ","1.000 ","EA","20151213"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DCC7FB","HT-1011","","JPY","5471.62 ","4598.00 ","873.62 ","2.000 ","EA","20151117"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DCE7FB","HT-1601","","MXN","3213.00 ","2700.00 ","513.00 ","3.000 ","EA","20141223"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DCE7FB","HT-1021","","MXN","354.62 ","298.00 ","56.62 ","2.000 ","EA","20151109"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD07FB","HT-2001","","USD","1070.98 ","899.98 ","171.00 ","2.000 ","EA","20150725"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD07FB","HT-1007","","USD","593.81 ","499.00 ","94.81 ","1.000 ","EA","20151208"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD27FB","HT-2000","","EUR","297.49 ","249.99 ","47.50 ","1.000 ","EA","20150408"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD27FB","HT-1010","","EUR","4757.62 ","3998.00 ","759.62 ","2.000 ","EA","20150327"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD47FB","HT-1100","","USD","320.94 ","269.70 ","51.24 ","3.000 ","EA","20141214"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD47FB","HT-2026","","USD","107.06 ","89.97 ","17.09 ","3.000 ","EA","20150614"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD67FB","HT-1600","","ARS","2142.00 ","1800.00 ","342.00 ","3.000 ","EA","20150214"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD67FB","HT-1022","","ARS","243.95 ","205.00 ","38.95 ","1.000 ","EA","20150521"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD87FB","HT-6100","","EUR","1116.22 ","938.00 ","178.22 ","2.000 ","EA","20150518"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DD87FB","HT-1000","","EUR","2275.28 ","1912.00 ","363.28 ","2.000 ","EA","20150601"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DDA7FB","HT-2026","","USD","71.38 ","59.98 ","11.40 ","2.000 ","EA","20150925"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DDA7FB","HT-1002","","USD","1868.30 ","1570.00 ","298.30 ","1.000 ","EA","20150315"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DDC7FB","HT-1603","","JPY","6069.00 ","5100.00 ","969.00 ","3.000 ","EA","20150618"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DDC7FB","HT-1011","","JPY","8207.43 ","6897.00 ","1310.43 ","3.000 ","EA","20151216"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DDE7FB","HT-1106","","MXN","121.38 ","102.00 ","19.38 ","3.000 ","EA","20150509"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DDE7FB","HT-1601","","MXN","3213.00 ","2700.00 ","513.00 ","3.000 ","EA","20150126"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE07FB","HT-2000","","EUR","892.46 ","749.97 ","142.49 ","3.000 ","EA","20150502"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE07FB","HT-1010","","EUR","7136.43 ","5997.00 ","1139.43 ","3.000 ","EA","20150726"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE27FB","HT-1003","","EUR","1963.50 ","1650.00 ","313.50 ","1.000 ","EA","20150906"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE27FB","HT-1101","","EUR","190.16 ","159.80 ","30.36 ","2.000 ","EA","20150714"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE47FB","HT-1101","","EUR","190.16 ","159.80 ","30.36 ","2.000 ","EA","20150811"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE47FB","HT-2025","","EUR","53.54 ","44.99 ","8.55 ","1.000 ","EA","20150411"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE67FB","HT-2025","","EUR","160.61 ","134.97 ","25.64 ","3.000 ","EA","20150106"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE67FB","HT-1003","","EUR","1963.50 ","1650.00 ","313.50 ","1.000 ","EA","20150630"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE87FB","HT-1106","","MXN","121.38 ","102.00 ","19.38 ","3.000 ","EA","20150530"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DE87FB","HT-1601","","MXN","3213.00 ","2700.00 ","513.00 ","3.000 ","EA","20150923"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DEA7FB","HT-1007","","USD","1187.62 ","998.00 ","189.62 ","2.000 ","EA","20150918"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DEA7FB","HT-1102","","USD","82.11 ","69.00 ","13.11 ","1.000 ","EA","20150219"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DEC7FB","HT-1603","","JPY","2023.00 ","1700.00 ","323.00 ","1.000 ","EA","20150928"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DEC7FB","HT-1011","","JPY","5471.62 ","4598.00 ","873.62 ","2.000 ","EA","20150614"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DEE7FB","HT-1007","","USD","1781.43 ","1497.00 ","284.43 ","3.000 ","EA","20150324"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DEE7FB","HT-1102","","USD","82.11 ","69.00 ","13.11 ","1.000 ","EA","20150110"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF07FB","HT-1011","","JPY","5471.62 ","4598.00 ","873.62 ","2.000 ","EA","20150218"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF07FB","HT-1104","","JPY","196.35 ","165.00 ","31.35 ","3.000 ","EA","20150428"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF27FB","HT-1600","","ARS","1428.00 ","1200.00 ","228.00 ","2.000 ","EA","20150113"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF27FB","HT-1022","","ARS","487.90 ","410.00 ","77.90 ","2.000 ","EA","20150301"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF47FB","HT-6100","","EUR","1116.22 ","938.00 ","178.22 ","2.000 ","EA","20150719"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF47FB","HT-1000","","EUR","2275.28 ","1912.00 ","363.28 ","2.000 ","EA","20150712"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF67FB","HT-2026","","USD","71.38 ","59.98 ","11.40 ","2.000 ","EA","20150413"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF67FB","HT-1002","","USD","3736.60 ","3140.00 ","596.60 ","2.000 ","EA","20150218"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF87FB","HT-1003","","EUR","1963.50 ","1650.00 ","313.50 ","1.000 ","EA","20150706"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DF87FB","HT-1101","","EUR","285.24 ","239.70 ","45.54 ","3.000 ","EA","20150120"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DFA7FB","HT-1103","","EUR","183.26 ","154.00 ","29.26 ","2.000 ","EA","20150802"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DFA7FB","HT-2000","","EUR","594.98 ","499.98 ","95.00 ","2.000 ","EA","20141226"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DFC7FB","HT-1104","","JPY","65.45 ","55.00 ","10.45 ","1.000 ","EA","20150404"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DFC7FB","HT-1603","","JPY","6069.00 ","5100.00 ","969.00 ","3.000 ","EA","20150228"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DFE7FB","HT-1603","","JPY","2023.00 ","1700.00 ","323.00 ","1.000 ","EA","20150711"
"100","02BD2137-0890-1EEA-A6C2-BB55C1DFE7FB","HT-1011","","JPY","5471.62 ","4598.00 ","873.62 ","2.000 ","EA","20150620"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E007FB","HT-1601","","MXN","3213.00 ","2700.00 ","513.00 ","3.000 ","EA","20150110"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E007FB","HT-1021","","MXN","354.62 ","298.00 ","56.62 ","2.000 ","EA","20150307"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E027FB","HT-2001","","USD","1070.98 ","899.98 ","171.00 ","2.000 ","EA","20151009"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E027FB","HT-1007","","USD","593.81 ","499.00 ","94.81 ","1.000 ","EA","20150401"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E047FB","HT-2026","","USD","35.69 ","29.99 ","5.70 ","1.000 ","EA","20151007"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E047FB","HT-1002","","USD","3736.60 ","3140.00 ","596.60 ","2.000 ","EA","20150610"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E067FB","HT-1103","","EUR","274.89 ","231.00 ","43.89 ","3.000 ","EA","20150505"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E067FB","HT-2000","","EUR","892.46 ","749.97 ","142.49 ","3.000 ","EA","20150322"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E087FB","HT-1600","","ARS","2142.00 ","1800.00 ","342.00 ","3.000 ","EA","20150720"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E087FB","HT-1022","","ARS","243.95 ","205.00 ","38.95 ","1.000 ","EA","20150814"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E0A7FB","HT-1091","","EUR","61.88 ","52.00 ","9.88 ","2.000 ","EA","20150607"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E0A7FB","HT-6100","","EUR","1116.22 ","938.00 ","178.22 ","2.000 ","EA","20141221"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E0C7FB","HT-1100","","USD","213.96 ","179.80 ","34.16 ","2.000 ","EA","20150310"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E0C7FB","HT-2026","","USD","35.69 ","29.99 ","5.70 ","1.000 ","EA","20150903"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E0E7FB","HT-1106","","MXN","121.38 ","102.00 ","19.38 ","3.000 ","EA","20151211"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E0E7FB","HT-1601","","MXN","3213.00 ","2700.00 ","513.00 ","3.000 ","EA","20150425"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E107FB","HT-1011","","JPY","8207.43 ","6897.00 ","1310.43 ","3.000 ","EA","20151008"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E107FB","HT-1104","","JPY","196.35 ","165.00 ","31.35 ","3.000 ","EA","20150125"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E127FB","HT-1103","","EUR","274.89 ","231.00 ","43.89 ","3.000 ","EA","20150908"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E127FB","HT-2000","","EUR","892.46 ","749.97 ","142.49 ","3.000 ","EA","20141208"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E147FB","HT-1061","","EUR","8.33 ","7.00 ","1.33 ","1.000 ","EA","20150828"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E147FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20151101"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E167FB","HT-1060","","EUR","21.42 ","18.00 ","3.42 ","2.000 ","EA","20150410"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E167FB","HT-1502","","EUR","29750.00 ","25000.00 ","4750.00 ","1.000 ","EA","20150419"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E187FB","HT-1052","","EUR","606.90 ","510.00 ","96.90 ","3.000 ","EA","20150311"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E187FB","HT-1210","","EUR","2854.81 ","2399.00 ","455.81 ","1.000 ","EA","20151031"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E1A7FB","HT-1056","","JPY","424.83 ","357.00 ","67.83 ","3.000 ","EA","20151208"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E1A7FB","HT-1501","","JPY","53550.00 ","45000.00 ","8550.00 ","3.000 ","EA","20150316"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E1C7FB","HT-1501","","JPY","35700.00 ","30000.00 ","5700.00 ","2.000 ","EA","20151128"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E1C7FB","HT-1056","","JPY","141.61 ","119.00 ","22.61 ","1.000 ","EA","20150130"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E1E7FB","HT-1051","","USD","117.81 ","99.00 ","18.81 ","1.000 ","EA","20150221"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E1E7FB","HT-1138","","USD","2882.18 ","2422.00 ","460.18 ","2.000 ","EA","20150922"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E207FB","HT-1500","","EUR","17850.00 ","15000.00 ","2850.00 ","3.000 ","EA","20150831"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E207FB","HT-1055","","EUR","117.81 ","99.00 ","18.81 ","1.000 ","EA","20150508"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E227FB","HT-1042","","EUR","830.62 ","698.00 ","132.62 ","2.000 ","EA","20151106"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E227FB","HT-1120","","EUR","928.20 ","780.00 ","148.20 ","3.000 ","EA","20150214"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E247FB","HT-1061","","EUR","16.66 ","14.00 ","2.66 ","2.000 ","EA","20141215"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E247FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20150313"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E267FB","HT-1061","","EUR","16.66 ","14.00 ","2.66 ","2.000 ","EA","20151113"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E267FB","HT-6130","","EUR","3472.42 ","2918.00 ","554.42 ","2.000 ","EA","20150523"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E287FB","HT-1502","","EUR","59500.00 ","50000.00 ","9500.00 ","2.000 ","EA","20150619"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E287FB","HT-1060","","EUR","21.42 ","18.00 ","3.42 ","2.000 ","EA","20151021"
"100","02BD2137-0890-1EEA-A6C2-BB55C1E2A7FB","HT-1042","","EUR","415.31 ","349.00 ","66.31 ","1.000 ","EA","20150830"
