"CLIENT","SALESORDERID","HISTORY_CREATEDBY_EMPLOYEEID","HISTORY_CREATEDAT","HISTORY_CHANGEDBY_EMPLOYEEID","HISTORY_CHANGEDAT","NOTEID","PARTNER_PARTNERID","CURRENCY","GROSSAMOUNT","NETAMOUNT","TAXAMOUNT","LIFECYCLESTATUS","BILLINGSTATUS","DELIVERYSTATUS"
"100","02BD2137-0890-1EEA-A6C2-BB606A9307FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150923","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151007","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","1916.50 ","1610.50 ","306.00 ","P","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9327FB","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150924","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151008","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","178.14 ","149.70 ","28.44 ","P","P","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9347FB","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20150925","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151009","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","871.55 ","732.40 ","139.15 ","P","P","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9367FB","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20150926","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151010","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","1028.15 ","864.00 ","164.15 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9387FB","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20150927","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20151011","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","5523.38 ","4641.50 ","881.88 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A93A7FB","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20150928","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20151012","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","187.54 ","157.60 ","29.94 ","P","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A93C7FB","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20150929","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20151013","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","521.22 ","438.00 ","83.22 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A93E7FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20150930","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151014","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","411.50 ","345.80 ","65.70 ","P","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9407FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20151001","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20151015","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","11552.52 ","9708.00 ","1844.52 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9427FB","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20151002","02BD2137-0890-1EEA-A6C2-BB55C19AA7FB","20151016","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","26581.03 ","22337.00 ","4244.03 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9447FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20151003","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151017","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","9417.66 ","7914.00 ","1503.66 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9467FB","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151004","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151018","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","5631.08 ","4732.00 ","899.08 ","P","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9487FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20151005","02BD2137-0890-1EEA-A6C2-BB55C19AA7FB","20151019","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","1405.39 ","1181.00 ","224.39 ","P","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A94A7FB","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20151006","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20151020","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","761.24 ","639.70 ","121.54 ","P","P","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A94C7FB","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20151007","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151021","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","101299.22 ","85125.40 ","16173.82 ","P","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A94E7FB","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20151008","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151022","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","250.73 ","210.70 ","40.03 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9507FB","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20151009","02BD2137-0890-1EEA-A6C2-BB55C197C7FB","20151023","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","10549.35 ","8865.00 ","1684.35 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9527FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20151010","02BD2137-0890-1EEA-A6C2-BB55C197C7FB","20151024","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","195.16 ","164.00 ","31.16 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9547FB","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20151011","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151025","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","107100.00 ","90000.00 ","17100.00 ","P","P","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9567FB","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20151012","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20151026","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","4415.73 ","3710.70 ","705.03 ","P","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9587FB","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20151013","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20151027","","02BD2137-0890-1EEA-A6C2-BB55C19C07FB","EUR","325.94 ","273.90 ","52.04 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A95A7FB","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20151014","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151028","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","24220.07 ","20353.00 ","3867.07 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A95C7FB","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20151015","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151029","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","4499.87 ","3781.40 ","718.47 ","P","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A95E7FB","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151016","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20151030","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","2727.24 ","2291.80 ","435.44 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9607FB","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20151017","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20151031","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","530.62 ","445.90 ","84.72 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9627FB","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20151018","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151101","","02BD2137-0890-1EEA-A6C2-BB55C19C27FB","EUR","803.25 ","675.00 ","128.25 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9647FB","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20151019","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20151102","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","178.14 ","149.70 ","28.44 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9667FB","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20151020","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151103","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","871.55 ","732.40 ","139.15 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9687FB","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20151021","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20151104","","02BD2137-0890-1EEA-A6C2-BB55C19CC7FB","EUR","6543.80 ","5499.00 ","1044.80 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A96A7FB","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151022","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20151105","","02BD2137-0890-1EEA-A6C2-BB55C19BA7FB","EUR","113032.74 ","94985.50 ","18047.24 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A96C7FB","02BD2137-0890-1EEA-A6C2-BB55C19907FB","20151023","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20151106","","02BD2137-0890-1EEA-A6C2-BB55C19BE7FB","EUR","114.24 ","96.00 ","18.24 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A96E7FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151024","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151107","","02BD2137-0890-1EEA-A6C2-BB55C19CA7FB","EUR","521.22 ","438.00 ","83.22 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9707FB","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20151025","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151108","","02BD2137-0890-1EEA-A6C2-BB55C19C67FB","EUR","411.50 ","345.80 ","65.70 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9727FB","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151026","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20151109","","02BD2137-0890-1EEA-A6C2-BB55C19C47FB","EUR","11379.97 ","9563.00 ","1816.97 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9747FB","02BD2137-0890-1EEA-A6C2-BB55C19907FB","20151027","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20151110","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","26581.03 ","22337.00 ","4244.03 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9767FB","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151028","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20151111","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","9417.66 ","7914.00 ","1503.66 ","P","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9787FB","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151029","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20151112","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","5631.08 ","4732.00 ","899.08 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A97A7FB","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20151030","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20151113","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","1405.39 ","1181.00 ","224.39 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A97C7FB","02BD2137-0890-1EEA-A6C2-BB55C19787FB","20151031","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20151114","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","761.24 ","639.70 ","121.54 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A97E7FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20151101","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20151115","","02BD2137-0890-1EEA-A6C2-BB55C19E47FB","EUR","101299.22 ","85125.40 ","16173.82 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9807FB","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20151102","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151116","","02BD2137-0890-1EEA-A6C2-BB55C19E87FB","EUR","250.73 ","210.70 ","40.03 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9827FB","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20151103","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20151117","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","10549.35 ","8865.00 ","1684.35 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9847FB","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20151104","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20151118","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","195.16 ","164.00 ","31.16 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9867FB","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20151105","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151119","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","3972.22 ","3338.00 ","634.22 ","P","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9887FB","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20151106","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20151120","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","3598.92 ","3024.30 ","574.62 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A98A7FB","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20151107","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151121","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","325.94 ","273.90 ","52.04 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A98C7FB","02BD2137-0890-1EEA-A6C2-BB55C19907FB","20151108","02BD2137-0890-1EEA-A6C2-BB55C197E7FB","20151122","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","24395.00 ","20500.00 ","3895.00 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A98E7FB","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20151109","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20151123","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","5527.55 ","4645.00 ","882.55 ","P","P","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9907FB","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151110","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20151124","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","3459.33 ","2907.00 ","552.33 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9927FB","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20151111","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20151125","","02BD2137-0890-1EEA-A6C2-BB55C19E47FB","EUR","852.04 ","716.00 ","136.04 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9947FB","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20151112","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20151126","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","1916.50 ","1610.50 ","306.00 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9967FB","02BD2137-0890-1EEA-A6C2-BB55C197C7FB","20151113","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20151127","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","178.14 ","149.70 ","28.44 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9987FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20151114","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20151128","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","871.55 ","732.40 ","139.15 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A99A7FB","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151115","02BD2137-0890-1EEA-A6C2-BB55C197C7FB","20151129","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","1028.15 ","864.00 ","164.15 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A99C7FB","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20151116","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20151130","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","5523.38 ","4641.50 ","881.88 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A99E7FB","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151117","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20151201","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","187.54 ","157.60 ","29.94 ","P","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9A07FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20151118","02BD2137-0890-1EEA-A6C2-BB55C19AA7FB","20151202","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","521.22 ","438.00 ","83.22 ","P","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9A27FB","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151119","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20151203","","02BD2137-0890-1EEA-A6C2-BB55C19E47FB","EUR","411.50 ","345.80 ","65.70 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9A47FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151120","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20151204","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","11552.52 ","9708.00 ","1844.52 ","P","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9A67FB","02BD2137-0890-1EEA-A6C2-BB55C19927FB","20151121","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151205","","02BD2137-0890-1EEA-A6C2-BB55C19E87FB","EUR","26581.03 ","22337.00 ","4244.03 ","P","P","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9A87FB","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20151122","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20151206","","02BD2137-0890-1EEA-A6C2-BB55C19E87FB","EUR","9417.66 ","7914.00 ","1503.66 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9AA7FB","02BD2137-0890-1EEA-A6C2-BB55C19967FB","20151123","02BD2137-0890-1EEA-A6C2-BB55C19AA7FB","20151207","","02BD2137-0890-1EEA-A6C2-BB55C19E87FB","EUR","5631.08 ","4732.00 ","899.08 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9AC7FB","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20151124","02BD2137-0890-1EEA-A6C2-BB55C19A67FB","20151208","","02BD2137-0890-1EEA-A6C2-BB55C19E47FB","EUR","1405.39 ","1181.00 ","224.39 ","P","I","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9AE7FB","02BD2137-0890-1EEA-A6C2-BB55C199E7FB","20151125","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20151209","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","761.24 ","639.70 ","121.54 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9B07FB","02BD2137-0890-1EEA-A6C2-BB55C198E7FB","20151126","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151210","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","101299.22 ","85125.40 ","16173.82 ","P","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9B27FB","02BD2137-0890-1EEA-A6C2-BB55C19907FB","20151127","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20151211","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","250.73 ","210.70 ","40.03 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9B47FB","02BD2137-0890-1EEA-A6C2-BB55C19A27FB","20151128","02BD2137-0890-1EEA-A6C2-BB55C19827FB","20151212","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","10549.35 ","8865.00 ","1684.35 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9B67FB","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20151129","02BD2137-0890-1EEA-A6C2-BB55C19867FB","20151213","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","195.16 ","164.00 ","31.16 ","P","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9B87FB","02BD2137-0890-1EEA-A6C2-BB55C19B47FB","20151130","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151214","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","107100.00 ","90000.00 ","17100.00 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9BA7FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20151201","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20151215","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","4415.73 ","3710.70 ","705.03 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9BC7FB","02BD2137-0890-1EEA-A6C2-BB55C198C7FB","20151202","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20151216","","02BD2137-0890-1EEA-A6C2-BB55C19E87FB","EUR","325.94 ","273.90 ","52.04 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9BE7FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151203","02BD2137-0890-1EEA-A6C2-BB55C19AC7FB","20151217","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","24220.07 ","20353.00 ","3867.07 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9C07FB","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151204","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20151218","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","4499.87 ","3781.40 ","718.47 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9C27FB","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20151205","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20151219","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","2727.24 ","2291.80 ","435.44 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9C47FB","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151206","02BD2137-0890-1EEA-A6C2-BB55C19A07FB","20151220","","02BD2137-0890-1EEA-A6C2-BB55C19E47FB","EUR","530.62 ","445.90 ","84.72 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9C67FB","02BD2137-0890-1EEA-A6C2-BB55C19987FB","20151207","02BD2137-0890-1EEA-A6C2-BB55C19AE7FB","20151221","","02BD2137-0890-1EEA-A6C2-BB55C19E07FB","EUR","803.25 ","675.00 ","128.25 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9C87FB","02BD2137-0890-1EEA-A6C2-BB55C19807FB","20151208","02BD2137-0890-1EEA-A6C2-BB55C199C7FB","20151222","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","178.14 ","149.70 ","28.44 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9CA7FB","02BD2137-0890-1EEA-A6C2-BB55C19B87FB","20151209","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20151223","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","871.55 ","732.40 ","139.15 ","P","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9CC7FB","02BD2137-0890-1EEA-A6C2-BB55C197C7FB","20151210","02BD2137-0890-1EEA-A6C2-BB55C19887FB","20151224","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","6543.80 ","5499.00 ","1044.80 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9CE7FB","02BD2137-0890-1EEA-A6C2-BB55C19A47FB","20151211","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151225","","02BD2137-0890-1EEA-A6C2-BB55C19EE7FB","EUR","113032.74 ","94985.50 ","18047.24 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9D07FB","02BD2137-0890-1EEA-A6C2-BB55C19AA7FB","20151212","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20151226","","02BD2137-0890-1EEA-A6C2-BB55C19EC7FB","EUR","114.24 ","96.00 ","18.24 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9D27FB","02BD2137-0890-1EEA-A6C2-BB55C19B27FB","20151213","02BD2137-0890-1EEA-A6C2-BB55C19B07FB","20151227","","02BD2137-0890-1EEA-A6C2-BB55C19E47FB","EUR","521.22 ","438.00 ","83.22 ","C","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9D47FB","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151214","02BD2137-0890-1EEA-A6C2-BB55C197A7FB","20151228","","02BD2137-0890-1EEA-A6C2-BB55C19EA7FB","EUR","411.50 ","345.80 ","65.70 ","P","P","D"
"100","02BD2137-0890-1EEA-A6C2-BB606A9D67FB","02BD2137-0890-1EEA-A6C2-BB55C19A87FB","20151215","02BD2137-0890-1EEA-A6C2-BB55C19847FB","20151229","","02BD2137-0890-1EEA-A6C2-BB55C19E67FB","EUR","11379.97 ","9563.00 ","1816.97 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9D87FB","02BD2137-0890-1EEA-A6C2-BB55C199A7FB","20151216","02BD2137-0890-1EEA-A6C2-BB55C19AA7FB","20151230","","02BD2137-0890-1EEA-A6C2-BB55C19D27FB","EUR","26581.03 ","22337.00 ","4244.03 ","N","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9DA7FB","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151217","02BD2137-0890-1EEA-A6C2-BB55C19947FB","20151231","","02BD2137-0890-1EEA-A6C2-BB55C19D07FB","EUR","9417.66 ","7914.00 ","1503.66 ","X","I","I"
"100","02BD2137-0890-1EEA-A6C2-BB606A9DC7FB","02BD2137-0890-1EEA-A6C2-BB55C198A7FB","20151218","02BD2137-0890-1EEA-A6C2-BB55C19B67FB","20140101","","02BD2137-0890-1EEA-A6C2-BB55C19D87FB","EUR","5631.08 ","4732.00 ","899.08 ","P","I","D"
