POHeader_ID,ID,product_productId,noteId,currency_code,grossAmount,netAmount,taxAmount,quantity,quantityUnit,deliveryDate
02BD2137-0890-1EEA-A6C2-BB55C1DB67FB,6500CB1A-38C3-443D-BF60-76BB90D6FA7B,HT-1104,,JPY,196.35,165,31.35,3,EA,2020-02-08
02BD2137-0890-1EEA-A6C2-BB55C1DB67FB,A89A42EA-0255-4588-99CD-14E0697FD290,HT-1603,,JPY,6069,5100,969,3,EA,2020-12-16
02BD2137-0890-1EEA-A6C2-BB55C1DB87FB,D9A59A41-960B-4E70-AB19-759484060772,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-04-05
02BD2137-0890-1EEA-A6C2-BB55C1DB87FB,B83FA16C-D6CC-4171-A3F4-56877B5C253E,HT-1104,,JPY,65.45,55,10.45,1,EA,2020-05-22
02BD2137-0890-1EEA-A6C2-BB55C1DBA7FB,D779A264-D3EA-4072-94FE-724CE4F56B62,HT-1601,,MXN,1071,900,171,1,EA,2020-06-18
02BD2137-0890-1EEA-A6C2-BB55C1DBA7FB,0824FFDF-0F42-4E52-891D-E5B51CC4C34C,HT-1021,,MXN,354.62,298,56.62,2,EA,2020-03-30
02BD2137-0890-1EEA-A6C2-BB55C1DBC7FB,46EFD6F8-4638-4D31-A4E9-88160F7670C3,HT-1003,,EUR,5890.5,4950,940.5,3,EA,2020-02-03
02BD2137-0890-1EEA-A6C2-BB55C1DBC7FB,98E6B27A-B189-480F-8D05-449785224DB6,HT-1101,,EUR,95.08,79.9,15.18,1,EA,2020-10-26
02BD2137-0890-1EEA-A6C2-BB55C1DBE7FB,5EA2D5D2-849B-4EAD-B26D-3E920F375041,HT-1007,,USD,1187.62,998,189.62,2,EA,2020-04-14
02BD2137-0890-1EEA-A6C2-BB55C1DBE7FB,1611B5D9-2E1F-401F-8305-6CE863234433,HT-1102,,USD,246.33,207,39.33,3,EA,2020-03-10
02BD2137-0890-1EEA-A6C2-BB55C1DC07FB,E3282E79-BC76-4732-97EA-0EDFB76541F3,HT-1600,,ARS,1428,1200,228,2,EA,2014-12-06
02BD2137-0890-1EEA-A6C2-BB55C1DC07FB,34102ED9-DD85-49DB-B15E-B29F3E18BA06,HT-1022,,ARS,487.9,410,77.9,2,EA,2014-12-21
02BD2137-0890-1EEA-A6C2-BB55C1DC27FB,5485230E-9BAD-4084-9BE7-4921C44AB420,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-04-04
02BD2137-0890-1EEA-A6C2-BB55C1DC27FB,E10FAE84-1A5B-40B1-B04C-E38A5E6219A8,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2020-10-07
02BD2137-0890-1EEA-A6C2-BB55C1DC47FB,032E1F00-DCE9-4B11-9B5C-B60D3D16730C,HT-2026,,USD,71.38,59.98,11.4,2,EA,2020-02-17
02BD2137-0890-1EEA-A6C2-BB55C1DC47FB,58BC5D18-FBC6-4594-AAF3-10E9A5DF29E3,HT-1002,,USD,3736.6,3140,596.6,2,EA,2020-02-04
02BD2137-0890-1EEA-A6C2-BB55C1DC67FB,47A6846A-2D0C-42F8-A9FF-9E61F1CAFDD2,HT-1007,,USD,593.81,499,94.81,1,EA,2020-11-23
02BD2137-0890-1EEA-A6C2-BB55C1DC67FB,B7942005-3FF7-4847-8567-AA0C02D0BAB5,HT-1102,,USD,246.33,207,39.33,3,EA,2020-03-09
02BD2137-0890-1EEA-A6C2-BB55C1DC87FB,4F533D41-BF92-4410-BD63-B9B96F023EF6,HT-1103,,EUR,183.26,154,29.26,2,EA,2020-09-08
02BD2137-0890-1EEA-A6C2-BB55C1DC87FB,E265385F-A15B-4B27-B860-68BA04ED3747,HT-2000,,EUR,594.98,499.98,95,2,EA,2020-07-06
02BD2137-0890-1EEA-A6C2-BB55C1DCA7FB,F2E35D40-6DBE-4781-A8B4-DB903CC4DACF,HT-1104,,JPY,65.45,55,10.45,1,EA,2020-11-14
02BD2137-0890-1EEA-A6C2-BB55C1DCA7FB,68B48633-A2F1-428C-ADAD-8892851D0A47,HT-1603,,JPY,6069,5100,969,3,EA,2020-10-12
02BD2137-0890-1EEA-A6C2-BB55C1DCC7FB,540FF86F-E5CC-4645-AA9F-F33FBFF12DA2,HT-1603,,JPY,2023,1700,323,1,EA,2020-12-13
02BD2137-0890-1EEA-A6C2-BB55C1DCC7FB,4E2C215B-AA0F-46FB-8931-E874186F7228,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-11-17
02BD2137-0890-1EEA-A6C2-BB55C1DCE7FB,A0EDDB5E-F441-4B7A-A98E-EE2E30E9251D,HT-1601,,MXN,3213,2700,513,3,EA,2014-12-23
02BD2137-0890-1EEA-A6C2-BB55C1DCE7FB,DD4D5EDA-0BD6-4942-AA6C-DEDA0DAF0395,HT-1021,,MXN,354.62,298,56.62,2,EA,2020-11-09
02BD2137-0890-1EEA-A6C2-BB55C1DD07FB,452CFDB2-A946-4B9F-907B-0E2BC598FC3B,HT-2001,,USD,1070.98,899.98,171,2,EA,2020-07-25
02BD2137-0890-1EEA-A6C2-BB55C1DD07FB,0CAA59C3-ECF6-48C8-A70F-839D1A997E9C,HT-1007,,USD,593.81,499,94.81,1,EA,2020-12-08
02BD2137-0890-1EEA-A6C2-BB55C1DD27FB,5A17A47B-1776-4922-8B52-6FA3765A0BD4,HT-2000,,EUR,297.49,249.99,47.5,1,EA,2020-04-08
02BD2137-0890-1EEA-A6C2-BB55C1DD27FB,63F5DD2F-7DD7-4064-B47F-2599450F994B,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2020-03-27
02BD2137-0890-1EEA-A6C2-BB55C1DD47FB,FA6C1F05-9902-4779-B708-869E9447DF33,HT-1100,,USD,320.94,269.7,51.24,3,EA,2014-12-14
02BD2137-0890-1EEA-A6C2-BB55C1DD47FB,A7045318-174E-4FCD-98E3-AC1A153DDC16,HT-2026,,USD,107.06,89.97,17.09,3,EA,2020-06-14
02BD2137-0890-1EEA-A6C2-BB55C1DD67FB,D0CD6754-A258-4276-89B9-0014BE6173FB,HT-1600,,ARS,2142,1800,342,3,EA,2020-02-14
02BD2137-0890-1EEA-A6C2-BB55C1DD67FB,B25A73B5-1C10-4F41-B08F-E44C63A2A971,HT-1022,,ARS,243.95,205,38.95,1,EA,2020-05-21
02BD2137-0890-1EEA-A6C2-BB55C1DD87FB,91FA93AB-B0EF-4DC3-BB51-9E69020CBC0B,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-05-18
02BD2137-0890-1EEA-A6C2-BB55C1DD87FB,5A5870A6-7EE5-44FF-ABAF-CDDC790577C6,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2020-06-01
02BD2137-0890-1EEA-A6C2-BB55C1DDA7FB,70BF901D-26C3-4C8E-8F0B-6D061D479A33,HT-2026,,USD,71.38,59.98,11.4,2,EA,2020-09-25
02BD2137-0890-1EEA-A6C2-BB55C1DDA7FB,7E4326CA-18B9-4500-96C9-0F0AD3D911E7,HT-1002,,USD,1868.3,1570,298.3,1,EA,2020-03-15
02BD2137-0890-1EEA-A6C2-BB55C1DDC7FB,39655B8D-36A1-4E42-874F-5938C688D712,HT-1603,,JPY,6069,5100,969,3,EA,2020-06-18
02BD2137-0890-1EEA-A6C2-BB55C1DDC7FB,E3416DC8-705C-4ACA-8828-6CDF704F9DE6,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2020-12-16
02BD2137-0890-1EEA-A6C2-BB55C1DDE7FB,71A70C35-6BB0-46E5-91BB-DB5694C88382,HT-1106,,MXN,121.38,102,19.38,3,EA,2020-05-09
02BD2137-0890-1EEA-A6C2-BB55C1DDE7FB,8185B5BF-EF7B-42F2-B587-81D6C78803DE,HT-1601,,MXN,3213,2700,513,3,EA,2020-01-26
02BD2137-0890-1EEA-A6C2-BB55C1DE07FB,E2DC73B9-11F1-459E-BC5E-EF059214D875,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2020-05-02
02BD2137-0890-1EEA-A6C2-BB55C1DE07FB,1FE0C57A-3B4A-494D-96B0-2721550735BF,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2020-07-26
02BD2137-0890-1EEA-A6C2-BB55C1DE27FB,9DE70068-FF45-431E-87EC-DEC53F9A4E0E,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2020-09-06
02BD2137-0890-1EEA-A6C2-BB55C1DE27FB,052D733A-0100-41C4-BDFF-66617A362517,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2020-07-14
02BD2137-0890-1EEA-A6C2-BB55C1DE47FB,7863767A-65F5-42AD-B45B-F2EF8528B2AB,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2020-08-11
02BD2137-0890-1EEA-A6C2-BB55C1DE47FB,E51AE95C-4370-49F0-89B7-21B0B833A1D7,HT-2025,,EUR,53.54,44.99,8.55,1,EA,2020-04-11
02BD2137-0890-1EEA-A6C2-BB55C1DE67FB,3F730FA5-AA0A-455B-B56B-90F218A77ECA,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2020-01-06
02BD2137-0890-1EEA-A6C2-BB55C1DE67FB,D245A738-F908-402D-AA0D-BD9F8A8B391E,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2020-06-30
02BD2137-0890-1EEA-A6C2-BB55C1DE87FB,7F7E8D1C-1529-4EA1-BB18-A26CFF0A036D,HT-1106,,MXN,121.38,102,19.38,3,EA,2020-05-30
02BD2137-0890-1EEA-A6C2-BB55C1DE87FB,F1CB9E20-0D85-4F65-ADDB-260E79644F49,HT-1601,,MXN,3213,2700,513,3,EA,2020-09-23
02BD2137-0890-1EEA-A6C2-BB55C1DEA7FB,7B3CCAA9-44E7-496E-995F-C4BB35367DDA,HT-1007,,USD,1187.62,998,189.62,2,EA,2020-09-18
02BD2137-0890-1EEA-A6C2-BB55C1DEA7FB,59E9FA17-8DB4-4E01-BFF1-8B679CE79DBA,HT-1102,,USD,82.11,69,13.11,1,EA,2020-02-19
02BD2137-0890-1EEA-A6C2-BB55C1DEC7FB,6846F8EC-6711-4569-97BE-31FE969D784E,HT-1603,,JPY,2023,1700,323,1,EA,2020-09-28
02BD2137-0890-1EEA-A6C2-BB55C1DEC7FB,8B614814-1356-44CC-B99A-7B1CD945064A,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-06-14
02BD2137-0890-1EEA-A6C2-BB55C1DEE7FB,051D68E5-DD66-4D58-8D3A-BD38AA7A3C8A,HT-1007,,USD,1781.43,1497,284.43,3,EA,2020-03-24
02BD2137-0890-1EEA-A6C2-BB55C1DEE7FB,4485C963-7085-4587-B944-7D6E370F644C,HT-1102,,USD,82.11,69,13.11,1,EA,2020-01-10
02BD2137-0890-1EEA-A6C2-BB55C1DF07FB,914B3140-F947-4CEF-A184-71BAF5ACB349,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-02-18
02BD2137-0890-1EEA-A6C2-BB55C1DF07FB,C4B47241-C6E6-4B41-B4C5-CAF9447D69C2,HT-1104,,JPY,196.35,165,31.35,3,EA,2020-04-28
02BD2137-0890-1EEA-A6C2-BB55C1DF27FB,34415FAA-D46F-4960-8B30-5961D90EF019,HT-1600,,ARS,1428,1200,228,2,EA,2020-01-13
02BD2137-0890-1EEA-A6C2-BB55C1DF27FB,FB829DC5-A21D-465D-A115-6C3114362146,HT-1022,,ARS,487.9,410,77.9,2,EA,2020-03-01
02BD2137-0890-1EEA-A6C2-BB55C1DF47FB,784FA420-9961-4C06-B9B0-D04F92E66C06,HT-6100,,EUR,1116.22,938,178.22,2,EA,2020-07-19
02BD2137-0890-1EEA-A6C2-BB55C1DF47FB,DCE0F2AD-ED0C-4598-BAE2-D9663A180D03,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2020-07-12
02BD2137-0890-1EEA-A6C2-BB55C1DF67FB,9329081F-BA68-4A46-82AB-B5EFBDB2FE7E,HT-2026,,USD,71.38,59.98,11.4,2,EA,2020-04-13
02BD2137-0890-1EEA-A6C2-BB55C1DF67FB,CBED2F7B-1D37-48DC-BF2D-52AE8C8DB3E5,HT-1002,,USD,3736.6,3140,596.6,2,EA,2020-02-18
02BD2137-0890-1EEA-A6C2-BB55C1DF87FB,557087A2-AA62-4128-AD1C-C195FB05C9E2,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2020-07-06
02BD2137-0890-1EEA-A6C2-BB55C1DF87FB,334378AB-6C38-48BE-9C52-9C3CF80D3553,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2020-01-20
02BD2137-0890-1EEA-A6C2-BB55C1DFA7FB,4B08FBC8-9262-4F45-81D7-15226EABF4A0,HT-1103,,EUR,183.26,154,29.26,2,EA,2020-08-02
02BD2137-0890-1EEA-A6C2-BB55C1DFA7FB,A29DFF73-9E76-4CD4-97BF-C25A57D578D9,HT-2000,,EUR,594.98,499.98,95,2,EA,2014-12-26
02BD2137-0890-1EEA-A6C2-BB55C1DFC7FB,4A338F9E-D8D0-4FDE-9E53-A7739154D244,HT-1104,,JPY,65.45,55,10.45,1,EA,2020-04-04
02BD2137-0890-1EEA-A6C2-BB55C1DFC7FB,55BE8129-6F64-47E4-BDB4-F23D521E6D47,HT-1603,,JPY,6069,5100,969,3,EA,2020-02-28
02BD2137-0890-1EEA-A6C2-BB55C1DFE7FB,E68A8F71-4099-4814-A838-93D99269D331,HT-1603,,JPY,2023,1700,323,1,EA,2020-07-11
02BD2137-0890-1EEA-A6C2-BB55C1DFE7FB,693BD800-396E-4D21-AB9B-024DEE63D3AD,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2020-06-20
02BD2137-0890-1EEA-A6C2-BB55C1E007FB,73020435-B899-4C11-882D-2905CAF4C25D,HT-1601,,MXN,3213,2700,513,3,EA,2020-01-10
02BD2137-0890-1EEA-A6C2-BB55C1E007FB,6AFDA29E-9B04-42BD-8FF3-8CE50D796BAE,HT-1021,,MXN,354.62,298,56.62,2,EA,2020-03-07
02BD2137-0890-1EEA-A6C2-BB55C1E027FB,D26CDAFC-918B-4626-A6FD-7C8E2DFE90C5,HT-2001,,USD,1070.98,899.98,171,2,EA,2020-10-09
02BD2137-0890-1EEA-A6C2-BB55C1E027FB,91FB3F9D-E2BA-435E-9872-412CEB4594BB,HT-1007,,USD,593.81,499,94.81,1,EA,2020-04-01
02BD2137-0890-1EEA-A6C2-BB55C1E047FB,28A4AB8C-7B81-4B03-9553-C8E1782F3649,HT-2026,,USD,35.69,29.99,5.7,1,EA,2020-10-07
02BD2137-0890-1EEA-A6C2-BB55C1E047FB,AF50B065-7A10-4F94-A904-4EC68C3D1A43,HT-1002,,USD,3736.6,3140,596.6,2,EA,2020-06-10
02BD2137-0890-1EEA-A6C2-BB55C1E067FB,DA39C708-11B7-4C1D-AC0F-9D051612ACEA,HT-1103,,EUR,274.89,231,43.89,3,EA,2020-05-05
02BD2137-0890-1EEA-A6C2-BB55C1E067FB,5E688CE2-6FC2-4772-85CB-7C5799485135,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2020-03-22
02BD2137-0890-1EEA-A6C2-BB55C1E087FB,CF395920-29B2-4BAB-ACDB-29E816AD3202,HT-1600,,ARS,2142,1800,342,3,EA,2020-07-20
02BD2137-0890-1EEA-A6C2-BB55C1E087FB,EB3F3149-DEE6-4E82-A724-08AF6B13E566,HT-1022,,ARS,243.95,205,38.95,1,EA,2020-08-14
02BD2137-0890-1EEA-A6C2-BB55C1E0A7FB,2DEA7D7A-E392-45A0-A4EC-3880B0932497,HT-1091,,EUR,61.88,52,9.88,2,EA,2020-06-07
02BD2137-0890-1EEA-A6C2-BB55C1E0A7FB,1B28550A-17CE-4C4D-B065-F9FEDAC4C5CF,HT-6100,,EUR,1116.22,938,178.22,2,EA,2014-12-21
02BD2137-0890-1EEA-A6C2-BB55C1E0C7FB,88CA9AE6-520B-4AD8-B30F-91CFB9CD5220,HT-1100,,USD,213.96,179.8,34.16,2,EA,2020-03-10
02BD2137-0890-1EEA-A6C2-BB55C1E0C7FB,A66A84C8-F2A7-4A04-83FD-6DCAF7C920A2,HT-2026,,USD,35.69,29.99,5.7,1,EA,2020-09-03
02BD2137-0890-1EEA-A6C2-BB55C1E0E7FB,37FEC9EC-C907-4816-836B-8E34AFCFA20D,HT-1106,,MXN,121.38,102,19.38,3,EA,2020-12-11
02BD2137-0890-1EEA-A6C2-BB55C1E0E7FB,30043851-E632-4E3F-97E6-4CBAAEABDA94,HT-1601,,MXN,3213,2700,513,3,EA,2020-04-25
02BD2137-0890-1EEA-A6C2-BB55C1E107FB,04D1DE7C-534F-4C71-B552-0C10918E7E56,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2020-10-08
02BD2137-0890-1EEA-A6C2-BB55C1E107FB,A1583BC2-CEFA-43AC-AC5D-B76C5CB1B77C,HT-1104,,JPY,196.35,165,31.35,3,EA,2020-01-25
02BD2137-0890-1EEA-A6C2-BB55C1E127FB,F85BB4D3-5387-4BF7-916F-70D6A6F90B89,HT-1103,,EUR,274.89,231,43.89,3,EA,2020-09-08
02BD2137-0890-1EEA-A6C2-BB55C1E127FB,C7A912B7-39C0-4FED-8AFB-D2F58EBC6B21,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2014-12-08
02BD2137-0890-1EEA-A6C2-BB55C1E147FB,C4D7B907-C364-42A5-A073-9A22213F2063,HT-1061,,EUR,8.33,7,1.33,1,EA,2020-08-28
02BD2137-0890-1EEA-A6C2-BB55C1E147FB,F0563229-0600-48FE-988C-BBCC7A9B14A0,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-11-01
02BD2137-0890-1EEA-A6C2-BB55C1E167FB,74F094AF-6552-4149-AFB6-8F5CF78400D1,HT-1060,,EUR,21.42,18,3.42,2,EA,2020-04-10
02BD2137-0890-1EEA-A6C2-BB55C1E167FB,4E716230-B07B-43D3-B7B3-AB3CEC48F670,HT-1502,,EUR,29750,25000,4750,1,EA,2020-04-19
02BD2137-0890-1EEA-A6C2-BB55C1E187FB,76973611-1DFC-44B7-AC5D-6934449D8BF7,HT-1052,,EUR,606.9,510,96.9,3,EA,2020-03-11
02BD2137-0890-1EEA-A6C2-BB55C1E187FB,FD61FF5F-1F7E-473F-BA58-5FF24482066F,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2020-10-31
02BD2137-0890-1EEA-A6C2-BB55C1E1A7FB,DF77CAAD-1C11-44B3-A9A5-7A054AAF4AC9,HT-1056,,JPY,424.83,357,67.83,3,EA,2020-12-08
02BD2137-0890-1EEA-A6C2-BB55C1E1A7FB,270032FD-4DD0-40FA-A05E-B07170104FD2,HT-1501,,JPY,53550,45000,8550,3,EA,2020-03-16
02BD2137-0890-1EEA-A6C2-BB55C1E1C7FB,6BC5CC84-6E63-4216-B263-CE609F28DEF7,HT-1501,,JPY,35700,30000,5700,2,EA,2020-11-28
02BD2137-0890-1EEA-A6C2-BB55C1E1C7FB,C27B119A-12DF-4968-8FC8-A83F1E37817F,HT-1056,,JPY,141.61,119,22.61,1,EA,2020-01-30
02BD2137-0890-1EEA-A6C2-BB55C1E1E7FB,E67C7F12-8992-435A-AB0C-3F3EB4F55C5F,HT-1051,,USD,117.81,99,18.81,1,EA,2020-02-21
02BD2137-0890-1EEA-A6C2-BB55C1E1E7FB,049EB286-B94C-492A-B8C5-AE0727F6B8B5,HT-1138,,USD,2882.18,2422,460.18,2,EA,2020-09-22
02BD2137-0890-1EEA-A6C2-BB55C1E207FB,AAF1FC9D-E585-4D01-9A94-F5C89CA13E28,HT-1500,,EUR,17850,15000,2850,3,EA,2020-08-31
02BD2137-0890-1EEA-A6C2-BB55C1E207FB,32BB6F86-A1DA-4DE9-99E4-77AAAB858C6C,HT-1055,,EUR,117.81,99,18.81,1,EA,2020-05-08
02BD2137-0890-1EEA-A6C2-BB55C1E227FB,8469639A-8B3A-463B-B324-5DD67BE6D394,HT-1042,,EUR,830.62,698,132.62,2,EA,2020-11-06
02BD2137-0890-1EEA-A6C2-BB55C1E227FB,3A8E6ED5-6630-4E4F-8A4F-2EA1EFEBC5C7,HT-1120,,EUR,928.2,780,148.2,3,EA,2020-02-14
02BD2137-0890-1EEA-A6C2-BB55C1E247FB,B09F0F6D-98A7-469D-851C-C18396F8D392,HT-1061,,EUR,16.66,14,2.66,2,EA,2014-12-15
02BD2137-0890-1EEA-A6C2-BB55C1E247FB,9E6CA321-15C0-48B2-9479-D0786FC6129C,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-03-13
02BD2137-0890-1EEA-A6C2-BB55C1E267FB,CACA7E30-6493-4FB2-907F-81C11C06D0EC,HT-1061,,EUR,16.66,14,2.66,2,EA,2020-11-13
02BD2137-0890-1EEA-A6C2-BB55C1E267FB,7EFE89BA-89EC-4B6D-91D4-8B021074784D,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-05-23
02BD2137-0890-1EEA-A6C2-BB55C1E287FB,201A7B7B-84BB-47A2-A320-DC116B0D0F51,HT-1502,,EUR,59500,50000,9500,2,EA,2020-06-19
02BD2137-0890-1EEA-A6C2-BB55C1E287FB,D5BC12A6-6F9B-409F-9335-D3A675322C0B,HT-1060,,EUR,21.42,18,3.42,2,EA,2020-10-21
02BD2137-0890-1EEA-A6C2-BB55C1E2A7FB,4A28CC23-E0C9-4A65-A7E8-D15414C9AC15,HT-1042,,EUR,415.31,349,66.31,1,EA,2020-08-30
02BD2137-0890-1EEA-A6C2-BB55C1E2A7FB,28C24ED1-D412-46FB-A1A3-D696AB0B5E30,HT-1120,,EUR,928.2,780,148.2,3,EA,2020-10-23
02BD2137-0890-1EEA-A6C2-BB55C1E2C7FB,333ADCE9-2A4E-4AA0-8381-D73BFA0477F4,HT-1052,,EUR,404.6,340,64.6,2,EA,2020-11-03
02BD2137-0890-1EEA-A6C2-BB55C1E2C7FB,5B081F0E-9DD7-4006-81F3-CAD533DAF495,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2020-10-12
02BD2137-0890-1EEA-A6C2-BB55C1E2E7FB,B2139FB4-6403-49F1-82FC-C2DC4FE74265,HT-1501,,JPY,17850,15000,2850,1,EA,2020-04-08
02BD2137-0890-1EEA-A6C2-BB55C1E2E7FB,0704A81B-4E3C-41A0-9F09-02C3D7F5C4DE,HT-1056,,JPY,424.83,357,67.83,3,EA,2020-12-19
02BD2137-0890-1EEA-A6C2-BB55C1E307FB,4103AFAB-EBBC-4C21-9409-764661378EA8,HT-1056,,JPY,141.61,119,22.61,1,EA,2020-04-12
02BD2137-0890-1EEA-A6C2-BB55C1E307FB,E8DB02B1-5C82-46D2-9FC4-878ED6C11D1A,HT-1501,,JPY,35700,30000,5700,2,EA,2020-01-17
02BD2137-0890-1EEA-A6C2-BB55C1E327FB,8A4A0225-0CDD-4362-9AB4-8E86DE8EA040,HT-1051,,USD,353.43,297,56.43,3,EA,2020-02-03
02BD2137-0890-1EEA-A6C2-BB55C1E327FB,53B6D7DF-EEFC-4B28-92F9-FC6048075535,HT-1138,,USD,2882.18,2422,460.18,2,EA,2020-02-05
02BD2137-0890-1EEA-A6C2-BB55C1E347FB,463AC01F-9090-4CA8-A55F-3D6AE0E9B010,HT-1120,,EUR,618.8,520,98.8,2,EA,2020-09-11
02BD2137-0890-1EEA-A6C2-BB55C1E347FB,38C97AC0-16A3-4755-B6B9-8138F5F36BD7,HT-1042,,EUR,415.31,349,66.31,1,EA,2020-11-06
02BD2137-0890-1EEA-A6C2-BB55C1E367FB,BE94F2C2-F62F-4961-B1DB-CD34AC3B43C3,HT-1052,,EUR,202.3,170,32.3,1,EA,2020-09-11
02BD2137-0890-1EEA-A6C2-BB55C1E367FB,A87ACD3E-C7F6-447E-9592-004F599191AA,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2020-10-27
02BD2137-0890-1EEA-A6C2-BB55C1E387FB,EF661D13-4E24-46DA-8933-0E5A0C821E32,HT-1060,,EUR,32.13,27,5.13,3,EA,2020-08-18
02BD2137-0890-1EEA-A6C2-BB55C1E387FB,A9C122F5-9C28-4D8D-A2AE-48FC42F7D1DB,HT-1502,,EUR,89250,75000,14250,3,EA,2020-12-03
02BD2137-0890-1EEA-A6C2-BB55C1E3A7FB,C21801F5-0DE8-489D-87FB-387CA22A2743,HT-1061,,EUR,24.99,21,3.99,3,EA,2020-03-01
02BD2137-0890-1EEA-A6C2-BB55C1E3A7FB,B313C512-1E34-4E07-B7CA-8FAEAB17AD62,HT-6130,,EUR,1736.21,1459,277.21,1,EA,2020-11-23
02BD2137-0890-1EEA-A6C2-BB55C1E3C7FB,01BC4FF1-E64A-4CF6-A836-F3105BB9DC4B,HT-1061,,EUR,16.66,14,2.66,2,EA,2020-05-30
02BD2137-0890-1EEA-A6C2-BB55C1E3C7FB,BBE2B844-D169-4518-AB8D-CED6237345B4,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2020-04-08
02BD2137-0890-1EEA-A6C2-BB55C1E3E7FB,646282B1-3BCF-4910-AD72-07C61C4AEDDA,HT-1502,,EUR,59500,50000,9500,2,EA,2020-02-16
02BD2137-0890-1EEA-A6C2-BB55C1E3E7FB,A1D3A65E-E40E-4838-8993-FFEC75E6F1FF,HT-1060,,EUR,10.71,9,1.71,1,EA,2020-12-03
02BD2137-0890-1EEA-A6C2-BB55C1E407FB,429797F1-6659-43BE-B59D-2AE81FD11C2D,HT-1056,,JPY,424.83,357,67.83,3,EA,2020-04-22
02BD2137-0890-1EEA-A6C2-BB55C1E407FB,98642EFD-03AA-47AB-B3E3-F7503B0914B4,HT-1501,,JPY,53550,45000,8550,3,EA,2020-02-24
02BD2137-0890-1EEA-A6C2-BB55C1E427FB,24A1B6E0-805D-4C07-B744-8E12E77E8D53,HT-1051,,USD,353.43,297,56.43,3,EA,2020-01-20
02BD2137-0890-1EEA-A6C2-BB55C1E427FB,DDD0FBB9-F21A-42EE-BCDD-42CB269B34CA,HT-1138,,USD,4323.27,3633,690.27,3,EA,2020-07-24
02BD2137-0890-1EEA-A6C2-BB55C1E447FB,D9E9A27E-89F4-4090-BBAD-AD561CD5F56B,HT-1052,,EUR,606.9,510,96.9,3,EA,2020-07-08
02BD2137-0890-1EEA-A6C2-BB55C1E447FB,88E12222-627B-4A1B-9529-8512D984A2AE,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2020-07-03
02BD2137-0890-1EEA-A6C2-BB55C1E467FB,B59800B4-E4F3-42E5-8AC3-A11F4270A131,HT-1500,,EUR,5950,5000,950,1,EA,2020-04-11
02BD2137-0890-1EEA-A6C2-BB55C1E467FB,8C9D98ED-46BA-49A0-9819-01E9D4568F2A,HT-1055,,EUR,235.62,198,37.62,2,EA,2020-09-05
02BD2137-0890-1EEA-A6C2-BB55C1E487FB,7C5EB6F0-2D8D-49AF-8C9B-44A39D8645C0,HT-1500,,EUR,11900,10000,1900,2,EA,2020-10-22
02BD2137-0890-1EEA-A6C2-BB55C1E487FB,99BFE9CB-F9EF-40A2-9569-622772E367AF,HT-1055,,EUR,117.81,99,18.81,1,EA,2020-04-14
02BD2137-0890-1EEA-A6C2-BB55C1E4A7FB,303EDBA8-CF1F-4A32-A6EE-E9A3A619306F,HT-1500,,EUR,17850,15000,2850,3,EA,2020-04-07
02BD2137-0890-1EEA-A6C2-BB55C1E4A7FB,6939EAAB-0734-40B4-9892-9D26A74F62E9,HT-1055,,EUR,117.81,99,18.81,1,EA,2020-04-20
02BD2137-0890-1EEA-A6C2-BB55C1E4C7FB,A7A7843F-9162-4D45-8528-7BA253CEF592,HT-1138,,USD,4323.27,3633,690.27,3,EA,2020-07-17
02BD2137-0890-1EEA-A6C2-BB55C1E4C7FB,569C7A10-2BFF-4E60-AEA7-87EB3B6CD2FC,HT-1051,,USD,353.43,297,56.43,3,EA,2020-03-15
