productId,typeCode,category,createdBy,createdAt,modifiedBy,modifiedAt,name,desc,partner_ID,quantity,quantityUnit,weightMeasure,weightUnit,currency_code,price,width,depth,height,dimensionUnit
HT-6122,PR,MP3-Player,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Power Pro Player 40,MP3-Player with 40 GB HDD and Color Display. can play movies,02BD2137-0890-1EEA-A6C2-BB55C1A047FB,1,EA,266,G,USD,167,0.08,0.02,0.08,M
HT-6121,PR,MP3-Player,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Basic Booster B,2 GB. Flash. USB,02BD2137-0890-1EEA-A6C2-BB55C1A067FB,1,EA,134,G,EUR,63,0.05,0.01,0.09,M
HT-6120,PR,MP3-Player,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Basic Booster A,1 GB. Flash. USB,02BD2137-0890-1EEA-A6C2-BB55C1A087FB,1,EA,134,G,INR,45,0.05,0.02,0.06,M
HT-6111,PR,Electronics,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Record Movie,160 GB HDD. CD-RW. DVD+R/RW. DVD-R/RW. MPEG 2 (Video-DVD). MPEG 4. VCD. SVCD. DivX. Xvid,02BD2137-0890-1EEA-A6C2-BB55C1A0A7FB,1,EA,3.1,KG,PLN,288,0.38,0.26,0.06,M
HT-6110,PR,Electronics,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Play Movie,CD-RW. DVD+R/RW. DVD-R/RW. MPEG 2 (Video-DVD). MPEG 4. VCD. SVCD. DivX. Xvid,02BD2137-0890-1EEA-A6C2-BB55C1A0C7FB,1,EA,2.4,KG,ARS,130,0.37,0.24,0.06,M
HT-6102,PR,Beamer,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Beam Breaker B-3,2500 ANSI-Lumen. max.12.3Meter. 800 Pixel. 600 Pixel,02BD2137-0890-1EEA-A6C2-BB55C1A0E7FB,1,EA,2.5,KG,CNY,889,0.3,0.23,0.23,M
HT-6101,PR,Beamer,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Beam Breaker B-2,2200 ANSI-Lumen. max.9.34 Meter. 800 Pixel. 600 Pixel,02BD2137-0890-1EEA-A6C2-BB55C1A107FB,1,EA,2,KG,DKK,679,0.32,0.21,0.18,M
HT-2002,PR,Electronics,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Portable DVD Player with 9 LCD Monitor,9 LCD Screen. storage holds up to 8 hours. 2 speakers included,02BD2137-0890-1EEA-A6C2-BB55C1A127FB,1,EA,0.72,KG,EUR,853.99,0.21,0.17,0.14,M
HT-6100,PR,Beamer,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Beam Breaker B-1,1900 ANSI-Lumen. max. 8.45 Meter. 800 Pixel. 600 Pixel,02BD2137-0890-1EEA-A6C2-BB55C19BA7FB,1,EA,1.7,KG,EUR,469,0.18,0.15,0.12,M
HT-2027,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Removable CD/DVD Laser Labels,To archive your self-burned CDs,02BD2137-0890-1EEA-A6C2-BB55C19BC7FB,1,EA,0.15,KG,EUR,24.99,0.06,0,0.02,M
HT-2026,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Audio/Video Cable Kit - 12 ft,Connecting our beamers and notebooks using full quality,02BD2137-0890-1EEA-A6C2-BB55C19BE7FB,1,EA,0.2,KG,USD,29.99,0.21,0.1,0.13,M
HT-2025,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,CD/DVD case: 264 capacity,Keeps your CD and DVDs clean and in order with our CD/DVD case,02BD2137-0890-1EEA-A6C2-BB55C19C07FB,1,EA,0.65,KG,EUR,44.99,0.67,0.23,0.25,M
HT-2001,PR,Electronics,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,10 Portable DVD player,10 LCD Screen. storage battery holds up to 8 hours,02BD2137-0890-1EEA-A6C2-BB55C19C27FB,1,EA,0.84,KG,USD,449.99,0.24,0.2,0.29,M
HT-2000,PR,Electronics,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,7 Widescreen Portable DVD Player w MP3,7 LCD Screen. storage battery holds up to 6 hours!,02BD2137-0890-1EEA-A6C2-BB55C19C47FB,1,EA,0.79,KG,EUR,249.99,0.21,0.19,0.28,M
HT-1603,PR,PC,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Gaming Monster Pro,2.5 Ghz. quad core. 8 GB RAM. 700 GB Hdd. Graphic Card: Hurricane GX,02BD2137-0890-1EEA-A6C2-BB55C19C67FB,1,EA,6.8,KG,JPY,1700,0.27,0.28,0.42,M
HT-1602,PR,PC,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Gaming Monster,2.2 Ghz. dual core. 2 GB RAM. 400 GB Hdd. Graphic Card: Gladiator MX,02BD2137-0890-1EEA-A6C2-BB55C19C87FB,1,EA,5.9,KG,EUR,1200,0.27,0.34,0.47,M
HT-1601,PR,PC,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Family PC Pro,2 Ghz. dual core. 1 GB RAM. 250 GB Hdd. Graphic Card: Gladiator MX,02BD2137-0890-1EEA-A6C2-BB55C19CA7FB,1,EA,5.3,KG,MXN,900,0.25,0.32,0.4,M
HT-1600,PR,PC,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Family PC Basic,1.8 Ghz. dual core.512 MB Ram. 100 GB HDD. Graphic Card: Proctra X,02BD2137-0890-1EEA-A6C2-BB55C19CC7FB,1,EA,4.8,KG,ARS,600,0.21,0.29,0.38,M
HT-1119,PR,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,USB Stick 2 GB,USB 2.0 High-Speed 2GB,02BD2137-0890-1EEA-A6C2-BB55C19CE7FB,1,EA,88,G,USD,79,0.02,0.03,0.04,M
HT-8000,PR,Notebooks,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ITelO FlexTop I4000,1.5 Ghz. single core. 40 GB HDD. Windows Vista Home Basic. 512 MB RAM,02BD2137-0890-1EEA-A6C2-BB55C19D07FB,1,EA,4,KG,EUR,799,0.31,0.19,0.03,M
HT-8001,PR,Notebooks,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ITelO FlexTop I6300c,1.6 Ghz. dual core. 60 GB HDD. Windows Vista Home Basic. 512 MB RAM+,02BD2137-0890-1EEA-A6C2-BB55C19D27FB,1,EA,4.2,KG,GBP,999,0.32,0.2,0.03,M
HT-8002,PR,Notebooks,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ITelO FlexTop I9100,2.2 Ghz. quad core. 80 GB HDD. Windows Vista Home Premium. 1024 MB RAM,02BD2137-0890-1EEA-A6C2-BB55C19D47FB,1,EA,3.5,KG,EUR,1199,0.38,0.21,0.04,M
HT-8003,PR,Notebooks,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,ITelO FlexTop I9800,2.8 Ghz. quad core. 120 GB HDD. Windows Vista Home Premium. 2048 MB RAM,02BD2137-0890-1EEA-A6C2-BB55C19D67FB,1,EA,3.8,KG,USD,1388,0.48,0.31,0.05,M
AD-1000,AD,Others,fisher.richard@itelo.info,2012-10-03,fisher.richard@itelo.info,2012-10-03,Flyer,Flyer for our new product,02BD2137-0890-1EEA-A6C2-BB55C19D87FB,1,EA,0.01,KG,CAD,0,0.46,0.3,0.03,M
